UIK.RAW	UIK	VOTERS	BALL.RECEIVED	BALL.ISS.PRELIMINARY	BALL.ISS.UIK.DAYOFVOTE	BALL.ISS.EXTRA	BALL.CANCELLED	BALL.PORTABLE_BOXES	BALL.STATIONARY_BOXES	BALL.INVALID	BALL.VALID	BALL.LOST	BALL.NOT.RECORDED	TIK	BABURIN	BABURIN.pct	GRUDININ	GRUDININ.pct	ZHIRINOVSKI	ZHIRINOVSKI.pct	PUTIN	PUTIN.pct	SOBCHAK	SOBCHAK.pct	SURAIKIN	SURAIKIN.pct	TITOV	TITOV.pct	YAVLINSKI	YAVLINSKI.pct
УИК №187	187	86	86	86	0	0	0	86	0	0	86	0	0	2	1	1.16%	10	11.63%	14	16.28%	51	59.30%	6	6.98%	2	2.33%	2	2.33%	0	0.00%
УИК №188	188	25	25	25	0	0	0	25	0	2	23	0	0	2	1	4.00%	4	16.00%	3	12.00%	10	40.00%	4	16.00%	0	0.00%	0	0.00%	1	4.00%
УИК №189	189	16	16	14	0	0	2	14	0	2	12	0	0	2	0	0.00%	1	7.14%	0	0.00%	10	71.43%	0	0.00%	0	0.00%	0	0.00%	1	7.14%
УИК №190	190	37	37	37	0	0	0	37	0	2	35	0	0	2	0	0.00%	3	8.11%	2	5.41%	29	78.38%	1	2.70%	0	0.00%	0	0.00%	0	0.00%
УИК №191	191	13	13	12	0	0	1	12	0	1	11	0	0	2	0	0.00%	1	8.33%	3	25.00%	4	33.33%	2	16.67%	0	0.00%	0	0.00%	1	8.33%
УИК №192	192	21	21	21	0	0	0	21	0	0	21	0	0	2	0	0.00%	5	23.81%	1	4.76%	13	61.90%	1	4.76%	1	4.76%	0	0.00%	0	0.00%
УИК №193	193	19	19	19	0	0	0	19	0	0	19	0	0	2	0	0.00%	1	5.26%	6	31.58%	11	57.89%	1	5.26%	0	0.00%	0	0.00%	0	0.00%
УИК №576	576	1697	1500	0	1066	11	423	11	1064	16	1059	0	0	3	9	0.84%	122	11.35%	50	4.65%	762	70.88%	51	4.74%	6	0.56%	25	2.33%	34	3.16%
УИК №577	577	1568	1500	0	887	62	550	62	887	14	935	1	0	3	6	0.63%	92	9.69%	34	3.58%	723	76.19%	42	4.43%	6	0.63%	7	0.74%	25	2.63%
УИК №578	578	1525	1500	0	809	40	648	40	809	14	835	3	0	3	7	0.82%	89	10.48%	30	3.53%	633	74.56%	41	4.83%	5	0.59%	12	1.41%	18	2.12%
УИК №579	579	1840	1500	0	1064	18	418	18	1064	18	1064	0	0	3	10	0.92%	90	8.32%	29	2.68%	838	77.45%	60	5.55%	5	0.46%	10	0.92%	22	2.03%
УИК №580	580	2136	2000	0	1111	21	868	21	1111	14	1118	0	0	3	13	1.15%	96	8.48%	57	5.04%	829	73.23%	51	4.51%	7	0.62%	16	1.41%	49	4.33%
УИК №581	581	1840	1600	0	1083	19	498	19	1078	18	1079	0	0	3	6	0.55%	107	9.75%	52	4.74%	793	72.29%	50	4.56%	6	0.55%	17	1.55%	48	4.38%
УИК №582	582	1515	1200	0	998	8	194	8	995	15	988	0	0	3	9	0.90%	87	8.67%	37	3.69%	769	76.67%	36	3.59%	6	0.60%	19	1.89%	25	2.49%
УИК №583	583	1929	2000	0	1152	20	828	20	1149	13	1156	0	0	3	11	0.94%	116	9.92%	58	4.96%	865	73.99%	52	4.45%	9	0.77%	15	1.28%	30	2.57%
УИК №584	584	1924	2000	0	1119	97	784	97	1119	14	1202	0	0	3	6	0.49%	111	9.13%	73	6.00%	918	75.49%	39	3.21%	12	0.99%	15	1.23%	28	2.30%
УИК №585	585	1795	1600	0	1083	14	503	14	1083	9	1088	0	0	3	10	0.91%	82	7.47%	62	5.65%	832	75.84%	26	2.37%	5	0.46%	23	2.10%	48	4.38%
УИК №586	586	1312	1200	0	745	15	440	15	745	8	752	0	0	3	8	1.05%	75	9.87%	41	5.39%	551	72.50%	32	4.21%	15	1.97%	12	1.58%	18	2.37%
УИК №587	587	1736	2000	0	1074	138	788	138	1074	9	1203	0	0	3	2	0.17%	92	7.59%	45	3.71%	968	79.87%	33	2.72%	9	0.74%	25	2.06%	29	2.39%
УИК №588	588	1959	1500	0	1091	20	389	20	1083	27	1076	0	0	3	18	1.63%	139	12.60%	39	3.54%	756	68.54%	69	6.26%	10	0.91%	14	1.27%	31	2.81%
УИК №589	589	1856	1500	0	1022	23	455	23	1015	25	1013	0	0	3	14	1.35%	104	10.02%	40	3.85%	769	74.08%	37	3.56%	9	0.87%	18	1.73%	22	2.12%
УИК №590	590	958	1000	0	587	13	400	13	586	13	586	0	0	3	5	0.83%	60	10.02%	28	4.67%	452	75.46%	17	2.84%	3	0.50%	6	1.00%	15	2.50%
УИК №591	591	1874	2000	0	1186	24	790	24	1186	26	1184	0	0	3	13	1.07%	113	9.34%	59	4.88%	903	74.63%	49	4.05%	9	0.74%	13	1.07%	25	2.07%
УИК №592	592	1040	1500	0	867	8	625	8	867	12	863	0	0	3	9	1.03%	83	9.49%	38	4.34%	640	73.14%	37	4.23%	7	0.80%	12	1.37%	37	4.23%
УИК №593	593	2227	2000	0	1321	24	652	24	1321	17	1328	3	0	3	11	0.82%	151	11.23%	47	3.49%	967	71.90%	73	5.43%	10	0.74%	12	0.89%	57	4.24%
УИК №594	594	1279	1200	0	839	21	340	21	839	11	849	0	0	3	7	0.81%	80	9.30%	44	5.12%	614	71.40%	44	5.12%	8	0.93%	17	1.98%	35	4.07%
УИК №595	595	1394	1600	0	871	18	711	18	871	15	874	0	0	3	7	0.79%	111	12.49%	40	4.50%	616	69.29%	42	4.72%	10	1.12%	13	1.46%	35	3.94%
УИК №596	596	1519	1500	0	960	17	523	17	959	12	964	0	0	3	6	0.61%	105	10.76%	39	3.99%	693	71.00%	46	4.71%	12	1.23%	12	1.23%	51	5.23%
УИК №597	597	1984	2000	0	1182	20	798	20	1181	19	1182	0	0	3	9	0.75%	106	8.83%	45	3.75%	907	75.52%	50	4.16%	6	0.50%	23	1.92%	36	2.99%
УИК №598	598	2129	2000	0	1268	34	698	34	1264	15	1283	0	0	3	10	0.77%	127	9.78%	50	3.85%	942	72.57%	67	5.16%	9	0.69%	25	1.93%	53	4.08%
УИК №599	599	1299	1100	0	798	24	278	24	797	8	813	0	0	3	9	1.10%	80	9.74%	35	4.26%	590	71.86%	36	4.38%	6	0.73%	17	2.07%	40	4.87%
УИК №600	600	1108	1000	0	691	17	292	17	691	8	700	0	0	3	9	1.27%	67	9.46%	38	5.37%	490	69.21%	54	7.63%	5	0.71%	15	2.12%	22	3.11%
УИК №601	601	1440	1200	0	816	31	353	31	815	5	841	0	0	3	6	0.71%	71	8.39%	32	3.78%	618	73.05%	59	6.97%	5	0.59%	26	3.07%	24	2.84%
УИК №602	602	1519	1200	0	846	17	337	17	845	9	853	0	0	3	10	1.16%	91	10.56%	35	4.06%	648	75.17%	26	3.02%	7	0.81%	9	1.04%	27	3.13%
УИК №603	603	2311	2500	0	1421	13	1066	13	1418	27	1404	0	0	3	11	0.77%	119	8.32%	64	4.47%	1057	73.86%	73	5.10%	7	0.49%	13	0.91%	60	4.19%
УИК №604	604	2255	2500	0	1578	35	887	35	1574	17	1592	0	0	3	16	0.99%	137	8.51%	73	4.54%	1211	75.26%	54	3.36%	8	0.50%	25	1.55%	68	4.23%
УИК №605	605	1354	1500	0	917	28	555	28	917	5	940	0	0	3	5	0.53%	86	9.10%	42	4.44%	702	74.29%	40	4.23%	4	0.42%	16	1.69%	45	4.76%
УИК №606	606	1420	1500	0	893	13	594	13	891	8	896	0	0	3	13	1.44%	91	10.07%	35	3.87%	641	70.91%	49	5.42%	8	0.88%	11	1.22%	48	5.31%
УИК №607	607	1470	1500	0	901	14	585	14	900	12	902	0	0	3	13	1.42%	95	10.39%	36	3.94%	677	74.07%	32	3.50%	7	0.77%	14	1.53%	28	3.06%
УИК №608	608	1579	1500	0	888	21	591	21	885	13	893	0	0	3	7	0.77%	87	9.60%	51	5.63%	675	74.50%	27	2.98%	6	0.66%	9	0.99%	31	3.42%
УИК №609	609	1289	1500	0	804	20	676	20	804	7	817	0	0	3	6	0.73%	74	8.98%	31	3.76%	618	75.00%	27	3.28%	8	0.97%	10	1.21%	43	5.22%
УИК №610	610	1591	1500	0	954	19	527	19	953	8	964	0	0	3	6	0.62%	94	9.67%	36	3.70%	715	73.56%	51	5.25%	3	0.31%	17	1.75%	42	4.32%
УИК №611	611	1850	1600	0	1061	27	512	27	1061	11	1077	0	0	3	5	0.46%	115	10.57%	49	4.50%	806	74.08%	41	3.77%	7	0.64%	11	1.01%	43	3.95%
УИК №612	612	1734	1500	0	946	24	530	24	945	12	957	0	0	3	8	0.83%	89	9.18%	49	5.06%	731	75.44%	37	3.82%	5	0.52%	13	1.34%	25	2.58%
УИК №613	613	1501	1500	0	946	32	522	32	945	15	962	0	0	3	12	1.23%	72	7.37%	40	4.09%	730	74.72%	48	4.91%	4	0.41%	15	1.54%	41	4.20%
УИК №614	614	1572	1500	0	932	29	539	29	930	14	945	0	0	3	15	1.56%	65	6.78%	46	4.80%	704	73.41%	50	5.21%	4	0.42%	18	1.88%	43	4.48%
УИК №615	615	1338	1500	0	838	21	641	21	838	6	853	0	0	3	5	0.58%	88	10.24%	24	2.79%	661	76.95%	30	3.49%	11	1.28%	8	0.93%	26	3.03%
УИК №616	616	2279	2100	0	1545	29	526	29	1545	15	1559	0	0	3	21	1.33%	135	8.58%	56	3.56%	1185	75.29%	58	3.68%	8	0.51%	33	2.10%	63	4.00%
УИК №617	617	2519	2100	0	1393	36	671	36	1393	18	1411	0	0	3	8	0.56%	117	8.19%	62	4.34%	1090	76.28%	57	3.99%	16	1.12%	24	1.68%	37	2.59%
УИК №618	618	2102	2000	0	1188	23	789	23	1186	15	1194	0	0	3	15	1.24%	85	7.03%	50	4.14%	932	77.09%	50	4.14%	10	0.83%	15	1.24%	37	3.06%
УИК №619	619	2392	2500	0	1468	24	1008	24	1466	38	1452	0	0	3	12	0.81%	135	9.06%	51	3.42%	1108	74.36%	60	4.03%	12	0.81%	38	2.55%	36	2.42%
УИК №620	620	2419	2500	0	1353	38	1109	38	1353	61	1330	0	0	3	12	0.86%	142	10.21%	48	3.45%	985	70.81%	68	4.89%	7	0.50%	21	1.51%	47	3.38%
УИК №621	621	1721	1600	0	976	23	601	23	954	5	972	0	0	3	6	0.61%	95	9.72%	48	4.91%	724	74.10%	38	3.89%	19	1.94%	14	1.43%	28	2.87%
УИК №622	622	1943	1700	0	1145	28	527	28	1144	13	1159	0	0	3	10	0.85%	82	6.99%	44	3.75%	913	77.90%	54	4.61%	6	0.51%	16	1.37%	34	2.90%
УИК №623	623	2187	1500	0	1105	25	370	25	1105	13	1117	0	0	3	12	1.06%	116	10.27%	42	3.72%	854	75.58%	38	3.36%	4	0.35%	12	1.06%	39	3.45%
УИК №624	624	1773	1500	0	1022	26	452	26	1020	10	1036	0	0	3	19	1.82%	89	8.51%	48	4.59%	785	75.05%	37	3.54%	5	0.48%	16	1.53%	37	3.54%
УИК №625	625	1695	1500	0	1094	18	388	18	1090	9	1099	0	0	3	9	0.81%	88	7.94%	56	5.05%	837	75.54%	46	4.15%	8	0.72%	24	2.17%	31	2.80%
УИК №626	626	1378	1500	0	919	16	565	16	917	8	925	0	0	3	10	1.07%	69	7.40%	31	3.32%	763	81.78%	16	1.71%	5	0.54%	7	0.75%	24	2.57%
УИК №627	627	1425	1500	0	945	24	531	24	945	11	958	0	0	3	9	0.93%	95	9.80%	39	4.02%	732	75.54%	31	3.20%	10	1.03%	7	0.72%	35	3.61%
УИК №628	628	1886	2000	0	1173	31	796	31	1173	17	1187	0	0	3	8	0.66%	90	7.48%	50	4.15%	930	77.24%	50	4.15%	10	0.83%	17	1.41%	32	2.66%
УИК №629	629	2081	2000	0	1175	37	788	37	1174	14	1197	0	0	3	13	1.07%	74	6.11%	68	5.62%	928	76.63%	48	3.96%	16	1.32%	23	1.90%	27	2.23%
УИК №630	630	1747	1500	0	1044	21	435	21	1041	8	1054	0	0	3	11	1.04%	113	10.64%	50	4.71%	759	71.47%	53	4.99%	4	0.38%	15	1.41%	49	4.61%
УИК №631	631	2000	2000	0	1202	38	760	38	1202	17	1223	0	0	3	9	0.73%	123	9.92%	33	2.66%	915	73.79%	49	3.95%	7	0.56%	19	1.53%	68	5.48%
УИК №632	632	2328	2200	0	1379	27	794	27	1376	19	1384	0	0	3	12	0.86%	130	9.27%	54	3.85%	1061	75.62%	50	3.56%	11	0.78%	18	1.28%	48	3.42%
УИК №645	645	241	300	0	23	218	59	218	23	3	238	0	0	3	1	0.41%	10	4.15%	14	5.81%	205	85.06%	2	0.83%	0	0.00%	2	0.83%	4	1.66%
УИК №646	646	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	1	10.00%	9	90.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №647	647	10	10	10	0	0	0	10	0	1	9	0	0	3	0	0.00%	0	0.00%	0	0.00%	8	80.00%	1	10.00%	0	0.00%	0	0.00%	0	0.00%
УИК №648	648	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №649	649	12	12	12	0	0	0	12	0	0	12	0	0	3	0	0.00%	0	0.00%	0	0.00%	12	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №650	650	12	12	12	0	0	0	12	0	0	12	0	0	3	0	0.00%	0	0.00%	1	8.33%	11	91.67%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №651	651	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	0	0.00%	0	0.00%	11	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №652	652	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	0	0.00%	0	0.00%	11	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №653	653	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №654	654	10	10	10	0	0	0	10	0	0	10	0	0	3	1	10.00%	1	10.00%	0	0.00%	8	80.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №655	655	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	0	0.00%	0	0.00%	11	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №656	656	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	0	0.00%	0	0.00%	11	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №657	657	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	1	9.09%	2	18.18%	8	72.73%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №658	658	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	0	0.00%	0	0.00%	11	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №659	659	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	0	0.00%	0	0.00%	11	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №660	660	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	1	9.09%	1	9.09%	8	72.73%	1	9.09%	0	0.00%	0	0.00%	0	0.00%
УИК №661	661	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №662	662	9	9	9	0	0	0	9	0	0	9	0	0	3	0	0.00%	0	0.00%	0	0.00%	9	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №663	663	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	1	9.09%	0	0.00%	10	90.91%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №664	664	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	2	20.00%	1	10.00%	7	70.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №666	666	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	1	9.09%	0	0.00%	10	90.91%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №667	667	11	11	11	0	0	0	11	0	0	11	0	0	3	2	18.18%	0	0.00%	1	9.09%	8	72.73%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №668	668	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №669	669	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	9	90.00%	0	0.00%	1	10.00%	0	0.00%	0	0.00%
УИК №670	670	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №671	671	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №672	672	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №673	673	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №674	674	9	9	9	0	0	0	9	0	0	9	0	0	3	0	0.00%	2	22.22%	0	0.00%	7	77.78%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №675	675	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	2	20.00%	0	0.00%	8	80.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №676	676	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №677	677	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	2	20.00%	0	0.00%	8	80.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №679	679	10	10	10	0	0	0	10	0	0	10	0	0	3	2	20.00%	0	0.00%	0	0.00%	8	80.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №680	680	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №681	681	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №682	682	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №683	683	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	10	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №684	684	9	9	9	0	0	0	9	0	2	7	0	0	3	0	0.00%	2	22.22%	0	0.00%	3	33.33%	2	22.22%	0	0.00%	0	0.00%	0	0.00%
УИК №685	685	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	0	0.00%	0	0.00%	11	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №686	686	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	0	0.00%	0	0.00%	11	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №687	687	11	11	11	0	0	0	11	0	1	10	0	0	3	0	0.00%	2	18.18%	3	27.27%	5	45.45%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №688	688	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	0	0.00%	2	18.18%	9	81.82%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №689	689	12	12	12	0	0	0	12	0	0	12	0	0	3	0	0.00%	0	0.00%	0	0.00%	12	100.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №690	690	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	0	0.00%	1	9.09%	8	72.73%	2	18.18%	0	0.00%	0	0.00%	0	0.00%
УИК №691	691	10	10	10	0	0	0	10	0	0	10	0	0	3	1	10.00%	0	0.00%	0	0.00%	8	80.00%	0	0.00%	0	0.00%	0	0.00%	1	10.00%
УИК №693	693	11	11	11	0	0	0	11	0	1	10	0	0	3	0	0.00%	5	45.45%	1	9.09%	4	36.36%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №694	694	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	0	0.00%	1	9.09%	10	90.91%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №695	695	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	0	0.00%	1	9.09%	10	90.91%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №696	696	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	2	20.00%	8	80.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №697	697	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	0	0.00%	0	0.00%	9	90.00%	0	0.00%	0	0.00%	0	0.00%	1	10.00%
УИК №698	698	10	10	10	0	0	0	10	0	1	9	0	0	3	0	0.00%	1	10.00%	0	0.00%	7	70.00%	0	0.00%	1	10.00%	0	0.00%	0	0.00%
УИК №699	699	33	35	33	0	0	2	33	0	0	33	0	0	3	0	0.00%	3	9.09%	2	6.06%	24	72.73%	0	0.00%	1	3.03%	3	9.09%	0	0.00%
УИК №700	700	25	25	25	0	0	0	25	0	1	24	0	0	3	0	0.00%	5	20.00%	6	24.00%	9	36.00%	2	8.00%	0	0.00%	1	4.00%	1	4.00%
УИК №701	701	25	25	25	0	0	0	25	0	0	25	0	0	3	0	0.00%	2	8.00%	3	12.00%	18	72.00%	1	4.00%	0	0.00%	1	4.00%	0	0.00%
УИК №702	702	21	21	21	0	0	0	21	0	0	21	0	0	3	0	0.00%	5	23.81%	2	9.52%	14	66.67%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №703	703	18	18	18	0	0	0	18	0	0	18	0	0	3	1	5.56%	2	11.11%	3	16.67%	11	61.11%	1	5.56%	0	0.00%	0	0.00%	0	0.00%
УИК №704	704	21	21	21	0	0	0	21	0	0	21	0	0	3	0	0.00%	7	33.33%	1	4.76%	13	61.90%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №705	705	19	19	19	0	0	0	19	0	0	19	0	0	3	0	0.00%	1	5.26%	3	15.79%	15	78.95%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №706	706	19	19	19	0	0	0	19	0	0	19	0	0	3	0	0.00%	0	0.00%	4	21.05%	14	73.68%	0	0.00%	0	0.00%	1	5.26%	0	0.00%
УИК №707	707	19	19	0	19	0	0	0	19	0	19	0	0	3	0	0.00%	2	10.53%	0	0.00%	13	68.42%	2	10.53%	0	0.00%	2	10.53%	0	0.00%
УИК №708	708	21	21	0	21	0	0	0	21	0	21	0	0	3	0	0.00%	4	19.05%	1	4.76%	16	76.19%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №709	709	28	28	28	0	0	0	28	0	0	28	0	0	3	0	0.00%	7	25.00%	3	10.71%	15	53.57%	2	7.14%	0	0.00%	0	0.00%	1	3.57%
УИК №710	710	19	19	19	0	0	0	19	0	0	19	0	0	3	0	0.00%	9	47.37%	0	0.00%	9	47.37%	0	0.00%	0	0.00%	0	0.00%	1	5.26%
УИК №711	711	22	22	22	0	0	0	22	0	0	22	0	0	3	0	0.00%	5	22.73%	3	13.64%	14	63.64%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №712	712	30	30	30	0	0	0	30	0	0	30	0	0	3	1	3.33%	6	20.00%	4	13.33%	18	60.00%	1	3.33%	0	0.00%	0	0.00%	0	0.00%
УИК №713	713	36	36	36	0	0	0	36	0	0	36	0	0	3	0	0.00%	5	13.89%	1	2.78%	27	75.00%	0	0.00%	0	0.00%	3	8.33%	0	0.00%
УИК №714	714	26	26	26	0	0	0	26	0	2	24	0	0	3	0	0.00%	6	23.08%	1	3.85%	15	57.69%	0	0.00%	1	3.85%	0	0.00%	1	3.85%
УИК №715	715	26	26	26	0	0	0	26	0	0	26	0	0	3	0	0.00%	1	3.85%	0	0.00%	23	88.46%	0	0.00%	0	0.00%	1	3.85%	1	3.85%
УИК №716	716	25	30	24	0	0	6	24	0	0	24	0	0	3	0	0.00%	1	4.17%	2	8.33%	20	83.33%	0	0.00%	0	0.00%	1	4.17%	0	0.00%
УИК №717	717	25	25	25	0	0	0	25	0	0	25	0	0	3	0	0.00%	4	16.00%	0	0.00%	20	80.00%	1	4.00%	0	0.00%	0	0.00%	0	0.00%
УИК №718	718	25	25	25	0	0	0	25	0	0	25	0	0	3	0	0.00%	2	8.00%	4	16.00%	19	76.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №719	719	45	45	0	45	0	0	0	45	2	43	0	0	3	0	0.00%	8	17.78%	4	8.89%	30	66.67%	1	2.22%	0	0.00%	0	0.00%	0	0.00%
УИК №720	720	29	29	0	29	0	0	0	29	0	29	0	0	3	0	0.00%	0	0.00%	2	6.90%	21	72.41%	3	10.34%	1	3.45%	1	3.45%	1	3.45%
УИК №721	721	29	29	0	24	0	5	0	24	0	24	0	0	3	0	0.00%	2	8.33%	1	4.17%	20	83.33%	0	0.00%	0	0.00%	1	4.17%	0	0.00%
УИК №722	722	28	28	0	28	0	0	0	28	0	28	0	0	3	0	0.00%	0	0.00%	2	7.14%	25	89.29%	1	3.57%	0	0.00%	0	0.00%	0	0.00%
УИК №723	723	52	52	0	52	0	0	0	52	0	52	0	0	3	0	0.00%	0	0.00%	8	15.38%	42	80.77%	2	3.85%	0	0.00%	0	0.00%	0	0.00%
УИК №724	724	49	49	0	41	0	8	0	41	2	39	0	0	3	0	0.00%	0	0.00%	1	2.44%	38	92.68%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №725	725	25	25	25	0	0	0	25	0	0	25	0	0	3	0	0.00%	2	8.00%	2	8.00%	18	72.00%	1	4.00%	0	0.00%	0	0.00%	2	8.00%
УИК №726	726	25	25	24	0	0	1	24	0	0	24	0	0	3	0	0.00%	2	8.33%	4	16.67%	18	75.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №727	727	25	25	25	0	0	0	25	0	0	25	0	0	3	0	0.00%	4	16.00%	3	12.00%	16	64.00%	0	0.00%	0	0.00%	1	4.00%	1	4.00%
УИК №728	728	9	9	9	0	0	0	9	0	0	9	0	0	3	0	0.00%	1	11.11%	2	22.22%	6	66.67%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №729	729	11	11	11	0	0	0	11	0	0	11	0	0	3	0	0.00%	4	36.36%	0	0.00%	7	63.64%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №730	730	9	9	9	0	0	0	9	0	0	9	0	0	3	0	0.00%	1	11.11%	1	11.11%	6	66.67%	1	11.11%	0	0.00%	0	0.00%	0	0.00%
УИК №731	731	10	10	10	0	0	0	10	0	0	10	0	0	3	0	0.00%	3	30.00%	0	0.00%	7	70.00%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
УИК №732	732	9	9	9	0	0	0	9	0	0	9	0	0	3	0	0.00%	0	0.00%	1	11.11%	8	88.89%	0	0.00%	0	0.00%	0	0.00%	0	0.00%
